"RNAseq1" "RNAseq2" "RNAseq3" "RNAseq4" "RNAseq5" "RNAseq6" "RNAseq7" "RNAseq8"
"ENSBTAG00000034519" 53 80 106 47 75 60 83 54
"ENSBTAG00000034522" 233 217 336 267 330 270 142 234
"ENSBTAG00000034529" 155 271 164 320 482 156 56 118
"ENSBTAG00000034531" 852 1032 777 903 841 691 748 546
"ENSBTAG00000034536" 1 4 4 0 3 2 2 0
"ENSBTAG00000034551" 3 5 6 8 0 6 4 6
"ENSBTAG00000034555" 0 0 2 0 0 0 0 0
"ENSBTAG00000034560" 7 13 34 14 40 49 17 38
"ENSBTAG00000034577" 1 0 1 0 0 0 1 0
"ENSBTAG00000034580" 0 2 5 4 2 2 2 5
"ENSBTAG00000034582" 0 0 0 0 0 0 0 0
"ENSBTAG00000034586" 392 754 513 264 727 509 415 474
"ENSBTAG00000034597" 4 2 14 0 0 6 6 0
"ENSBTAG00000034598" 287 505 379 369 448 400 332 378
"ENSBTAG00000034601" 0 0 0 0 0 0 0 0
"ENSBTAG00000034609" 19 31 27 16 12 15 32 15
"ENSBTAG00000034611" 2 0 0 0 0 0 0 3
"ENSBTAG00000034613" 9 17 30 10 13 11 14 28
"ENSBTAG00000034626" 65 134 93 112 171 134 99 110
"ENSBTAG00000034632" 0 0 0 0 0 0 0 2
"ENSBTAG00000034633" 206 251 268 124 284 210 202 250
"ENSBTAG00000034643" 33 29 32 31 11 15 22 17
"ENSBTAG00000034644" 2 3 3 2 3 1 1 2
"ENSBTAG00000034645" 109 41 30 184 124 37 119 136
"ENSBTAG00000034656" 0 1 1 1 0 0 1 2
"ENSBTAG00000034657" 0 1 1 0 0 0 0 0
"ENSBTAG00000034659" 565 579 712 636 757 453 555 606
"ENSBTAG00000034662" 3 3 65 1 4 30 1 1
"ENSBTAG00000034665" 0 1 2 0 0 0 0 1
"ENSBTAG00000034674" 254 154 318 12 32 14 381 41
"ENSBTAG00000034676" 0 1 0 0 0 1 0 0
"ENSBTAG00000034678" 9 9 1 2 2 0 0 4
"ENSBTAG00000034680" 15 8 15 8 14 6 10 3
"ENSBTAG00000034681" 54 72 63 174 59 43 61 51
"ENSBTAG00000034689" 431 422 416 341 558 310 289 357
"ENSBTAG00000034691" 478 583 513 536 571 479 353 362
"ENSBTAG00000034693" 198 261 325 220 428 202 167 243
"ENSBTAG00000034700" 503 457 742 413 815 418 510 546
"ENSBTAG00000034711" 2 0 0 0 0 5 0 3
"ENSBTAG00000034712" 37 66 55 36 115 115 38 26
"ENSBTAG00000034724" 0 0 0 0 0 0 0 0
"ENSBTAG00000034743" 0 0 0 0 0 0 0 0
"ENSBTAG00000034753" 0 4 14 2 0 3 7 1
"ENSBTAG00000034761" 0 0 0 0 0 0 0 0
"ENSBTAG00000034766" 26 24 32 25 30 38 34 21
"ENSBTAG00000034767" 7 9 16 7 4 9 14 10
"ENSBTAG00000034768" 13 8 12 8 3 23 20 7
"ENSBTAG00000034769" 2 1 1 6 0 3 6 1
"ENSBTAG00000034770" 25 45 21 22 17 56 55 8
"ENSBTAG00000034776" 588 440 661 259 1624 533 652 766
"ENSBTAG00000034785" 556 923 807 665 943 588 574 670
"ENSBTAG00000034796" 522 664 636 415 694 570 497 532
"ENSBTAG00000034823" 1776 1724 1985 1595 2636 1481 1354 1823
"ENSBTAG00000034824" 77 98 60 72 90 75 77 58
"ENSBTAG00000034827" 1241 1454 1141 1304 1594 766 1512 1655
"ENSBTAG00000034841" 0 1 0 0 2 2 1 0
"ENSBTAG00000034844" 3 3 2 6 0 7 6 2
"ENSBTAG00000034845" 0 0 0 0 0 0 0 0
"ENSBTAG00000034848" 1014 1420 1336 432 626 410 710 657
"ENSBTAG00000034849" 0 0 0 0 0 0 0 0
"ENSBTAG00000034850" 301 434 327 544 517 333 279 271
"ENSBTAG00000034854" 98 102 260 100 386 175 109 250
"ENSBTAG00000034867" 143 206 229 108 149 134 137 128
"ENSBTAG00000034869" 0 0 0 0 0 0 0 0
"ENSBTAG00000034871" 7 0 8 0 7 7 3 1
"ENSBTAG00000034875" 611 512 579 512 557 503 499 623
"ENSBTAG00000034879" 6 2 4 1 2 0 3 2
"ENSBTAG00000034883" 3 6 19 1 19 23 16 19
"ENSBTAG00000034885" 37 37 77 22 86 58 93 53
"ENSBTAG00000034891" 0 0 0 0 0 0 0 0
"ENSBTAG00000034901" 222 386 464 284 412 473 500 384
"ENSBTAG00000034905" 8 4 4 11 17 7 5 11
"ENSBTAG00000034909" 0 0 0 0 0 0 0 0
"ENSBTAG00000034917" 0 0 0 0 0 0 0 1
"ENSBTAG00000034918" 33 29 28 28 45 20 22 20
"ENSBTAG00000034921" 0 3 0 0 0 0 0 0
"ENSBTAG00000034925" 3 3 1 3 7 0 1 4
"ENSBTAG00000034936" 5830 4208 5214 3876 5226 2557 3641 4236
"ENSBTAG00000034939" 1 0 0 0 0 1 0 1
"ENSBTAG00000034940" 0 0 1 0 0 0 0 0
"ENSBTAG00000034945" 0 0 6 0 0 0 0 0
"ENSBTAG00000034948" 0 0 0 0 0 0 0 0
"ENSBTAG00000034949" 0 1 0 0 0 0 0 0
"ENSBTAG00000034952" 8 9 16 5 6 14 8 11
"ENSBTAG00000034954" 1 1 10 1 35 32 0 11
"ENSBTAG00000034963" 96 93 115 73 144 128 82 109
"ENSBTAG00000034964" 0 0 1 0 0 0 0 0
"ENSBTAG00000034973" 0 2 1 4 1 1 1 0
"ENSBTAG00000034978" 3081 3536 3377 3162 5488 2505 2213 3108
"ENSBTAG00000034985" 367 614 861 223 3044 581 357 703
"ENSBTAG00000034987" 541 415 599 492 488 389 465 438
"ENSBTAG00000034991" 210 149 139 169 298 171 95 177
"ENSBTAG00000034992" 318 517 454 424 348 389 375 290
"ENSBTAG00000034995" 801 420 927 135 568 172 436 453
"ENSBTAG00000034998" 258 254 423 188 683 192 232 409
"ENSBTAG00000035001" 0 1 0 0 0 0 0 0
"ENSBTAG00000035005" 8 8 33 16 3 9 7 6
"ENSBTAG00000035006" 0 0 0 0 0 0 0 0
"ENSBTAG00000035007" 0 0 0 0 0 0 0 4
"ENSBTAG00000035008" 0 0 0 0 0 0 0 0
"ENSBTAG00000035012" 0 0 0 0 0 0 0 0
"ENSBTAG00000035013" 0 0 0 0 1 0 0 0
"ENSBTAG00000035018" 139 104 70 178 81 30 23 73
"ENSBTAG00000035021" 0 0 0 0 0 0 0 0
"ENSBTAG00000035027" 0 0 0 1 0 0 1 1
"ENSBTAG00000035029" 0 0 0 0 0 0 0 0
"ENSBTAG00000035030" 4067 4719 4375 4430 5539 3232 3049 4229
"ENSBTAG00000035031" 0 0 0 0 0 0 0 0
"ENSBTAG00000035041" 0 0 0 0 0 0 0 0
"ENSBTAG00000035054" 0 1 4 4 2 1 2 1
"ENSBTAG00000035059" 0 0 0 0 0 0 0 0
"ENSBTAG00000035064" 31 35 48 42 67 68 10 84
"ENSBTAG00000035072" 0 0 6 0 0 0 0 0
"ENSBTAG00000035076" 0 0 2 0 0 0 0 0
"ENSBTAG00000035081" 242 138 168 135 399 223 94 161
"ENSBTAG00000035083" 2246 2462 2068 2010 2603 1856 1903 1719
"ENSBTAG00000035084" 444 368 304 545 409 227 230 245
"ENSBTAG00000035110" 36 38 36 79 95 43 14 87
"ENSBTAG00000035122" 0 0 2 1 0 1 1 1
"ENSBTAG00000035129" 34 41 38 20 41 70 43 55
"ENSBTAG00000035144" 8 6 5 14 0 3 1 3
"ENSBTAG00000035147" 3 13 10 2 8 3 10 9
"ENSBTAG00000035150" 0 0 0 0 0 0 0 0
"ENSBTAG00000035158" 12 27 45 28 14 19 31 12
"ENSBTAG00000035171" 349 1565 244 485 1431 184 95 727
"ENSBTAG00000035172" 9 37 6 1 22 22 47 29
"ENSBTAG00000035174" 175 198 198 284 197 178 131 190
"ENSBTAG00000035175" 932 867 790 1110 764 558 543 699
"ENSBTAG00000035182" 70 23 40 43 180 142 20 43
"ENSBTAG00000035183" 0 0 0 0 0 0 0 0
"ENSBTAG00000035184" 4 0 3 0 0 1 5 0
"ENSBTAG00000035199" 122 174 120 150 81 178 142 102
"ENSBTAG00000035206" 1 0 1 0 0 0 0 0
"ENSBTAG00000035224" 1 6 2 0 0 0 4 0
"ENSBTAG00000035226" 776 904 900 694 1186 856 758 858
"ENSBTAG00000035230" 930 824 1026 838 1301 611 623 790
"ENSBTAG00000035241" 0 0 0 0 0 0 0 0
"ENSBTAG00000035244" 306 416 508 405 469 302 271 345
"ENSBTAG00000035247" 577 479 500 288 224 128 284 357
"ENSBTAG00000035254" 494 505 535 305 593 369 365 383
"ENSBTAG00000035265" 649 558 752 493 521 338 518 513
"ENSBTAG00000035268" 0 0 3 0 0 0 0 0
"ENSBTAG00000035282" 0 0 0 0 0 0 0 0
"ENSBTAG00000035286" 318 419 490 330 250 262 307 199
"ENSBTAG00000035293" 0 1 1 0 0 0 0 0
"ENSBTAG00000035309" 0 0 0 0 0 0 0 4
"ENSBTAG00000035319" 59 52 111 154 285 158 52 156
"ENSBTAG00000035323" 2934 3021 3804 2843 4994 2553 2785 3351
"ENSBTAG00000035333" 1 1 8 0 0 0 4 3
"ENSBTAG00000035349" 0 0 0 0 0 0 0 0
"ENSBTAG00000035370" 586 668 780 596 1092 676 525 652
"ENSBTAG00000035373" 0 0 3 0 0 1 0 0
"ENSBTAG00000035379" 42 55 48 45 35 27 43 37
"ENSBTAG00000035392" 14 8 14 3 5 8 7 10
"ENSBTAG00000035395" 0 0 2 0 0 0 0 0
"ENSBTAG00000035396" 0 0 0 0 0 0 0 0
"ENSBTAG00000035399" 0 0 0 0 0 0 0 0
"ENSBTAG00000035437" 2223 2466 3245 2294 3061 2052 2466 2542
"ENSBTAG00000035438" 1 0 5 2 2 0 0 0
"ENSBTAG00000035442" 2 0 0 0 0 0 0 0
"ENSBTAG00000035480" 0 0 0 0 0 0 0 0
"ENSBTAG00000035485" 0 0 0 0 0 0 0 0
"ENSBTAG00000035487" 0 0 0 0 0 0 0 0
"ENSBTAG00000035489" 0 0 0 0 0 0 0 0
"ENSBTAG00000035493" 3 1 1 3 0 1 2 0
"ENSBTAG00000035530" 0 0 3 0 0 0 0 0
"ENSBTAG00000035544" 0 0 6 1 2 3 0 0
"ENSBTAG00000035556" 2267 3159 3700 3016 4419 2700 2540 3062
"ENSBTAG00000035572" 9 8 7 7 13 9 13 9
"ENSBTAG00000035584" 1094 1136 1646 1136 1581 989 1200 1182
"ENSBTAG00000035587" 117 179 225 123 344 198 138 135
"ENSBTAG00000035606" 0 0 0 0 0 0 0 0
"ENSBTAG00000035615" 523 672 715 509 576 381 603 503
"ENSBTAG00000035623" 0 0 0 0 0 0 0 0
"ENSBTAG00000035631" 0 0 0 0 0 0 2 0
"ENSBTAG00000035641" 1 0 1 0 0 0 0 0
"ENSBTAG00000035643" 4 17 13 11 10 4 6 13
"ENSBTAG00000035654" 4 3 4 1 1 1 1 0
"ENSBTAG00000035659" 0 0 0 0 0 0 0 0
"ENSBTAG00000035660" 1 2 4 0 1 0 3 4
"ENSBTAG00000035662" 53 69 69 40 166 81 75 64
"ENSBTAG00000035675" 0 0 0 0 0 2 0 0
"ENSBTAG00000035686" 0 0 0 0 0 0 0 0
"ENSBTAG00000035696" 0 0 0 0 0 1 0 0
"ENSBTAG00000035697" 310 292 207 386 262 211 242 204
"ENSBTAG00000035701" 0 0 0 0 0 0 0 0
"ENSBTAG00000035705" 98 108 128 103 106 149 146 102
"ENSBTAG00000035706" 418 357 65 539 4 9 28 60
"ENSBTAG00000035707" 0 0 1 0 1 0 2 0
"ENSBTAG00000035708" 0 2 0 0 0 0 0 0
"ENSBTAG00000035709" 0 1 1 3 0 0 0 1
"ENSBTAG00000035710" 91 203 176 259 386 218 87 313
"ENSBTAG00000035726" 8 9 23 11 2 2 1 13
"ENSBTAG00000035735" 1133 998 1443 787 1132 785 1197 789
"ENSBTAG00000035736" 0 0 1 0 0 0 0 2
"ENSBTAG00000035744" 236 312 254 198 386 295 198 168
"ENSBTAG00000035745" 0 3 1 0 0 0 0 0
"ENSBTAG00000035758" 0 0 0 0 0 0 0 0
"ENSBTAG00000035764" 0 0 0 0 0 0 0 0
"ENSBTAG00000035768" 0 0 6 0 0 0 0 3
"ENSBTAG00000035776" 29 33 49 84 57 55 19 47
"ENSBTAG00000035777" 20 45 30 8 37 18 54 33
"ENSBTAG00000035782" 324 431 379 342 384 225 179 301
"ENSBTAG00000035785" 10 4 7 10 5 0 13 17
"ENSBTAG00000035803" 0 0 0 0 0 0 0 0
"ENSBTAG00000035827" 361 385 361 250 418 307 360 323
"ENSBTAG00000035836" 487 455 659 171 1079 362 515 672
"ENSBTAG00000035844" 31 33 46 36 27 41 35 34
"ENSBTAG00000035855" 3 3 5 3 0 0 4 3
"ENSBTAG00000035858" 343 297 355 232 584 248 263 447
"ENSBTAG00000035868" 11 8 8 4 6 5 10 13
"ENSBTAG00000035882" 16 12 8 9 27 10 7 10
"ENSBTAG00000035883" 0 0 2 0 0 0 0 0
"ENSBTAG00000035907" 8570 11747 10615 9774 12362 8016 8587 8187
"ENSBTAG00000035915" 15 6 5 6 0 0 0 0
"ENSBTAG00000035926" 10 11 16 18 19 9 10 13
"ENSBTAG00000035945" 14 28 54 42 22 7 24 35
"ENSBTAG00000035952" 0 0 0 0 0 1 2 0
"ENSBTAG00000035958" 235 235 306 166 390 242 209 235
"ENSBTAG00000035959" 54 41 50 52 28 40 22 36
"ENSBTAG00000035966" 1 0 0 0 1 1 0 0
"ENSBTAG00000035975" 6 2 16 4 29 19 8 18
"ENSBTAG00000035985" 0 0 0 0 0 0 0 1
"ENSBTAG00000035986" 0 0 0 0 0 0 0 0
"ENSBTAG00000035988" 0 0 0 0 0 0 0 0
"ENSBTAG00000035989" 0 0 0 0 2 0 0 0
"ENSBTAG00000035990" 0 0 0 0 0 0 0 0
"ENSBTAG00000035995" 128 290 113 74 199 119 105 72
"ENSBTAG00000035998" 1509 2587 938 1209 1152 570 332 846
"ENSBTAG00000036005" 0 1 0 0 1 0 1 0
"ENSBTAG00000036008" 0 0 2 0 1 1 0 2
"ENSBTAG00000036009" 555 713 641 437 710 507 467 554
"ENSBTAG00000036012" 1 0 0 1 0 0 1 0
"ENSBTAG00000036013" 0 0 0 0 0 0 0 0
"ENSBTAG00000036016" 442 682 683 497 1004 498 398 597
"ENSBTAG00000036019" 17 40 29 20 44 36 39 46
"ENSBTAG00000036025" 0 0 0 0 0 0 0 1
"ENSBTAG00000036028" 709 773 448 1357 424 550 323 355
"ENSBTAG00000036031" 0 0 0 0 0 0 0 0
"ENSBTAG00000036042" 0 0 0 0 0 0 0 5
"ENSBTAG00000036045" 0 0 0 0 0 0 0 0
"ENSBTAG00000036058" 0 2 0 0 0 0 0 0
"ENSBTAG00000036060" 0 0 0 0 0 0 0 0
"ENSBTAG00000036061" 0 39 84 75 21 6 148 86
"ENSBTAG00000036078" 250 553 318 114 692 377 464 327
"ENSBTAG00000036082" 0 0 0 0 0 0 0 0
"ENSBTAG00000036087" 295 313 337 223 348 293 363 427
"ENSBTAG00000036098" 0 0 0 0 0 0 0 0
"ENSBTAG00000036099" 254 408 118 374 6 99 55 172
"ENSBTAG00000036101" 49 330 250 426 130 303 243 388
"ENSBTAG00000036102" 70 31 66 3 24 10 208 35
"ENSBTAG00000036106" 0 0 0 0 0 0 0 0
"ENSBTAG00000036111" 9 3 6 7 8 7 2 8
"ENSBTAG00000036113" 4 25 30 18 17 16 7 25
"ENSBTAG00000036115" 0 0 0 0 0 0 0 0
"ENSBTAG00000036116" 55 15 1024 5 19 56 524 46
"ENSBTAG00000036127" 679 616 583 919 676 499 362 451
"ENSBTAG00000036130" 0 0 0 0 0 0 0 0
"ENSBTAG00000036131" 0 0 0 0 0 0 0 0
"ENSBTAG00000036144" 0 0 1 5 0 0 0 0
"ENSBTAG00000036154" 5 11 32 10 39 0 3 23
"ENSBTAG00000036172" 0 1 0 0 0 0 0 7
"ENSBTAG00000036175" 0 0 0 0 0 0 0 0
"ENSBTAG00000036183" 457 616 550 470 711 422 484 468
"ENSBTAG00000036202" 0 0 0 0 0 0 0 0
"ENSBTAG00000036215" 0 0 0 0 0 0 0 0
"ENSBTAG00000036222" 14 17 44 22 11 10 17 14
"ENSBTAG00000036224" 17 19 23 3 24 15 18 17
"ENSBTAG00000036242" 30 44 29 47 40 42 20 61
"ENSBTAG00000036257" 0 0 0 0 0 0 0 4
"ENSBTAG00000036258" 8 8 23 10 12 7 4 8
"ENSBTAG00000036260" 39 73 122 36 103 125 83 76
"ENSBTAG00000036262" 822 925 990 637 798 688 696 1031
"ENSBTAG00000036271" 0 0 0 0 0 0 0 0
"ENSBTAG00000036273" 20 15 12 5 5 11 3 8
"ENSBTAG00000036277" 1 0 0 0 0 0 0 0
"ENSBTAG00000036282" 436 625 602 627 597 460 378 441
"ENSBTAG00000036287" 48 121 63 112 135 44 38 53
"ENSBTAG00000036297" 188 174 157 115 232 181 136 137
"ENSBTAG00000036298" 25 35 16 39 27 19 29 12
"ENSBTAG00000036304" 0 1 5 0 0 1 0 3
"ENSBTAG00000036310" 15 18 9 21 4 3 7 13
"ENSBTAG00000036321" 0 0 0 0 0 0 0 0
"ENSBTAG00000036326" 0 0 0 0 0 0 0 0
"ENSBTAG00000036328" 0 0 0 0 0 0 0 0
"ENSBTAG00000036331" 0 0 0 0 0 1 0 0
"ENSBTAG00000036343" 1 2 4 0 1 2 0 1
"ENSBTAG00000036349" 60 67 28 132 57 49 21 80
"ENSBTAG00000036355" 0 0 0 0 0 0 0 0
"ENSBTAG00000036356" 3 1 7 1 0 3 5 1
"ENSBTAG00000036357" 0 0 0 0 0 0 0 0
"ENSBTAG00000036358" 0 0 0 0 0 0 0 0
"ENSBTAG00000036359" 0 0 0 0 0 0 0 0
"ENSBTAG00000036360" 0 0 0 1 0 1 1 0
"ENSBTAG00000036361" 1 0 3 2 1 1 2 2
"ENSBTAG00000036362" 0 0 0 0 0 0 0 0
"ENSBTAG00000036363" 0 0 1 2 0 0 0 0
"ENSBTAG00000036364" 0 1 1 0 0 2 2 0
"ENSBTAG00000036365" 0 0 5 1 0 0 0 0
"ENSBTAG00000036366" 0 0 0 0 0 0 0 0
"ENSBTAG00000036367" 44 40 32 27 30 20 55 27
"ENSBTAG00000036368" 0 0 0 0 0 0 0 0
"ENSBTAG00000036369" 0 1 6 1 3 3 6 0
"ENSBTAG00000036371" 1 0 1 0 2 1 0 0
"ENSBTAG00000036372" 1 1 0 3 0 0 5 0
"ENSBTAG00000036373" 201 196 255 162 481 169 251 314
"ENSBTAG00000036374" 0 2 0 0 0 0 0 0
"ENSBTAG00000036375" 1 3 7 0 3 0 6 5
"ENSBTAG00000036376" 0 1 1 0 3 2 7 0
"ENSBTAG00000036379" 1 3 0 1 3 9 0 1
"ENSBTAG00000036380" 0 0 0 0 0 0 0 0
"ENSBTAG00000036381" 0 0 0 0 0 0 0 0
"ENSBTAG00000036383" 0 0 3 2 0 2 11 5
"ENSBTAG00000036386" 4 0 0 0 4 0 1 5
"ENSBTAG00000036388" 0 0 0 0 0 0 0 0
"ENSBTAG00000036389" 0 2 1 2 1 1 3 4
"ENSBTAG00000036391" 0 0 0 0 0 0 0 0
"ENSBTAG00000036392" 0 0 0 0 0 0 0 0
"ENSBTAG00000036393" 0 0 0 0 0 0 0 0
"ENSBTAG00000036394" 1 0 0 0 2 0 3 0
"ENSBTAG00000036395" 28 28 41 16 31 18 24 15
"ENSBTAG00000036396" 2 0 2 3 0 5 7 0
"ENSBTAG00000036397" 0 0 0 0 0 0 0 0
"ENSBTAG00000036398" 0 0 0 1 0 1 2 0
"ENSBTAG00000036399" 3 2 6 2 3 5 5 5
"ENSBTAG00000036400" 0 0 0 0 0 0 0 0
"ENSBTAG00000036401" 0 0 0 0 0 0 0 0
"ENSBTAG00000036402" 1 0 0 1 2 1 1 3
"ENSBTAG00000036403" 0 1 0 0 0 0 0 5
"ENSBTAG00000036404" 0 0 0 0 0 0 0 0
"ENSBTAG00000036406" 0 0 0 0 0 0 0 0
"ENSBTAG00000036407" 0 0 0 0 0 0 0 0
"ENSBTAG00000036408" 0 0 0 0 0 0 0 0
"ENSBTAG00000036410" 7 8 10 16 4 19 13 4
"ENSBTAG00000036411" 0 4 1 4 0 2 5 2
"ENSBTAG00000036414" 0 0 0 0 0 0 0 0
"ENSBTAG00000036415" 1 1 0 2 6 6 9 0
"ENSBTAG00000036417" 0 0 0 0 0 0 0 0
"ENSBTAG00000036418" 1 0 6 0 0 0 2 1
"ENSBTAG00000036419" 6 3 2 1 0 7 12 1
"ENSBTAG00000036420" 1 0 1 0 0 1 1 0
"ENSBTAG00000036421" 0 0 0 0 0 0 0 0
"ENSBTAG00000036422" 1 4 14 0 4 6 6 5
"ENSBTAG00000036423" 0 0 0 0 0 0 0 0
"ENSBTAG00000036425" 0 0 0 0 1 0 0 0
"ENSBTAG00000036426" 1 8 1 4 2 9 4 3
"ENSBTAG00000036428" 0 0 0 0 0 0 0 0
"ENSBTAG00000036429" 0 0 0 0 0 0 0 0
"ENSBTAG00000036430" 0 0 0 0 0 0 0 0
"ENSBTAG00000036431" 0 0 0 0 0 0 3 2
"ENSBTAG00000036433" 1 0 0 1 1 0 2 3
"ENSBTAG00000036435" 0 0 0 0 0 0 0 0
"ENSBTAG00000036436" 0 0 0 1 0 0 0 0
"ENSBTAG00000036437" 0 4 1 0 2 2 2 5
"ENSBTAG00000036438" 5 0 5 0 1 2 2 3
"ENSBTAG00000036440" 0 0 0 0 0 0 0 0
"ENSBTAG00000036442" 0 0 0 0 0 0 0 0
"ENSBTAG00000036443" 0 0 0 0 0 1 0 0
"ENSBTAG00000036444" 0 10 5 3 1 0 4 8
"ENSBTAG00000036445" 0 5 0 1 2 0 1 4
"ENSBTAG00000036451" 0 0 0 0 0 0 0 0
"ENSBTAG00000036475" 0 0 0 0 0 0 0 0
"ENSBTAG00000036476" 0 0 0 0 0 0 0 0
"ENSBTAG00000036480" 0 0 0 0 0 0 0 0
"ENSBTAG00000036488" 0 0 0 0 0 2 0 0
"ENSBTAG00000036516" 0 0 0 0 0 0 0 0
"ENSBTAG00000036542" 0 0 1 0 0 0 0 0
"ENSBTAG00000036553" 0 0 1 0 0 0 0 0
"ENSBTAG00000036562" 0 0 0 0 0 0 0 0
"ENSBTAG00000036578" 0 0 0 0 0 0 0 0
"ENSBTAG00000036587" 0 0 0 0 0 0 0 0
"ENSBTAG00000036603" 0 0 0 0 0 0 0 0
"ENSBTAG00000036616" 0 0 0 0 0 0 0 0
"ENSBTAG00000036618" 0 0 0 0 0 0 0 0
"ENSBTAG00000036621" 0 0 0 0 0 0 0 0
"ENSBTAG00000036625" 0 0 0 0 0 0 0 0
"ENSBTAG00000036628" 0 0 0 0 0 0 0 0
"ENSBTAG00000036635" 0 0 0 0 0 0 0 0
"ENSBTAG00000036637" 1 0 0 1 3 1 0 0
"ENSBTAG00000036644" 0 0 0 0 0 0 0 0
"ENSBTAG00000036646" 0 0 0 0 0 0 0 0
"ENSBTAG00000036649" 0 0 0 0 2 0 0 0
"ENSBTAG00000036659" 25 26 26 25 8 43 41 17
"ENSBTAG00000036666" 0 1 0 0 0 0 0 0
"ENSBTAG00000036678" 0 0 0 0 0 0 0 0
"ENSBTAG00000036732" 0 0 0 0 0 0 0 0
"ENSBTAG00000036743" 0 0 0 0 0 0 0 0
"ENSBTAG00000036744" 4 0 0 1 2 0 4 0
"ENSBTAG00000036754" 0 0 0 2 0 0 1 0
"ENSBTAG00000036766" 0 0 12 2 0 0 1 0
"ENSBTAG00000036777" 0 0 0 0 0 1 0 0
"ENSBTAG00000036794" 0 0 0 0 0 0 0 0
"ENSBTAG00000036807" 0 0 0 0 0 0 0 0
"ENSBTAG00000036823" 0 0 0 0 0 1 0 0
"ENSBTAG00000036841" 0 0 0 0 0 0 0 0
"ENSBTAG00000036851" 2 1 0 1 4 3 1 4
"ENSBTAG00000036856" 0 0 0 0 0 0 0 0
"ENSBTAG00000036858" 0 0 0 0 0 0 0 0
"ENSBTAG00000036889" 0 0 0 0 0 0 0 0
"ENSBTAG00000036902" 0 0 0 0 0 0 0 0
"ENSBTAG00000036908" 0 0 0 0 0 0 0 0
"ENSBTAG00000036921" 0 0 0 0 0 0 0 0
"ENSBTAG00000036927" 2 1 1 0 3 0 0 2
"ENSBTAG00000036929" 3 5 6 5 1 3 12 3
"ENSBTAG00000036933" 0 0 0 0 0 0 0 0
"ENSBTAG00000036942" 0 0 0 0 0 0 0 0
"ENSBTAG00000036945" 0 0 0 0 0 0 0 0
"ENSBTAG00000036946" 4 7 10 11 6 3 4 1
"ENSBTAG00000036950" 0 0 0 2 0 0 0 1
"ENSBTAG00000036958" 0 0 0 0 0 0 0 0
"ENSBTAG00000036959" 0 0 0 0 0 0 0 0
"ENSBTAG00000036962" 0 0 0 0 0 0 0 0
"ENSBTAG00000036968" 0 0 0 0 0 0 1 3
"ENSBTAG00000036970" 0 0 0 0 0 0 1 0
"ENSBTAG00000036978" 0 0 0 0 0 0 0 0
"ENSBTAG00000036982" 0 2 0 0 0 0 0 0
"ENSBTAG00000036993" 0 1 0 0 0 0 2 0
"ENSBTAG00000036995" 0 0 0 0 0 0 0 0
"ENSBTAG00000036997" 0 0 0 0 0 0 0 0
"ENSBTAG00000037006" 0 0 0 0 0 0 0 0
"ENSBTAG00000037009" 0 0 0 0 0 0 0 0
"ENSBTAG00000037010" 0 0 0 0 0 0 0 0
"ENSBTAG00000037013" 9 19 15 12 11 67 17 13
"ENSBTAG00000037026" 0 0 0 0 0 0 0 0
"ENSBTAG00000037030" 0 0 0 0 0 4 0 0
"ENSBTAG00000037072" 0 0 4 2 0 6 2 1
"ENSBTAG00000037085" 0 0 0 0 0 0 0 0
"ENSBTAG00000037087" 3 0 0 4 3 3 3 5
"ENSBTAG00000037096" 0 0 0 0 0 0 0 0
"ENSBTAG00000037108" 0 0 0 0 0 0 0 0
"ENSBTAG00000037110" 38 48 53 43 39 54 52 27
"ENSBTAG00000037111" 0 0 0 0 0 0 0 0
"ENSBTAG00000037147" 0 0 0 0 0 0 0 0
"ENSBTAG00000037153" 0 0 0 0 0 0 0 0
"ENSBTAG00000037167" 0 0 0 0 0 0 0 0
"ENSBTAG00000037174" 0 1 0 0 0 0 0 0
"ENSBTAG00000037179" 24 18 26 16 22 43 34 24
"ENSBTAG00000037182" 0 0 0 0 0 0 0 0
"ENSBTAG00000037187" 0 0 3 1 0 0 0 0
"ENSBTAG00000037199" 0 0 4 0 0 0 0 0
"ENSBTAG00000037205" 0 0 0 0 0 0 0 0
"ENSBTAG00000037206" 0 0 1 2 0 4 1 1
"ENSBTAG00000037226" 0 0 0 0 0 0 0 0
"ENSBTAG00000037229" 0 0 4 0 1 0 0 0
"ENSBTAG00000037239" 0 0 0 0 0 0 1 0
"ENSBTAG00000037243" 0 0 0 1 0 0 0 0
"ENSBTAG00000037250" 0 0 0 0 0 0 0 0
"ENSBTAG00000037257" 3 8 8 2 17 5 10 5
"ENSBTAG00000037261" 1 1 4 0 4 0 2 1
"ENSBTAG00000037263" 0 1 0 1 0 1 0 0
"ENSBTAG00000037264" 1 0 0 0 0 0 1 0
"ENSBTAG00000037265" 0 0 1 0 0 1 0 0
"ENSBTAG00000037268" 0 0 0 0 0 0 0 0
"ENSBTAG00000037274" 0 0 0 0 0 0 0 0
"ENSBTAG00000037275" 1 0 0 0 0 0 0 0
"ENSBTAG00000037277" 13 15 20 11 10 14 15 7
"ENSBTAG00000037288" 0 0 0 0 0 0 0 0
"ENSBTAG00000037291" 1 0 0 0 0 0 0 0
"ENSBTAG00000037292" 0 0 0 0 0 0 0 0
"ENSBTAG00000037293" 0 0 0 0 0 0 0 0
