ID	ensembl_gene_id
A_73_P166562	ENSBTAG00000016312
A_73_106637	ENSBTAG00000016315
A_73_P090371	ENSBTAG00000052728
A_73_P446396	ENSBTAG00000016319
A_73_P046346	ENSBTAG00000016326
A_73_P093796	ENSBTAG00000016328
A_73_P452001	ENSBTAG00000016328
A_73_P080226	ENSBTAG00000016327
A_73_105278	ENSBTAG00000016330
A_73_120349	ENSBTAG00000016331
A_73_P320636	ENSBTAG00000016331
A_73_P300821	ENSBTAG00000016331
A_73_P088871	ENSBTAG00000016332
A_73_P094791	ENSBTAG00000016334
A_73_P102566	ENSBTAG00000016335
A_73_118940	ENSBTAG00000016335
A_73_116716	ENSBTAG00000016337
A_73_P050186	ENSBTAG00000016337
A_73_P268141	ENSBTAG00000016337
A_73_P071026	ENSBTAG00000016338
A_73_100734	ENSBTAG00000016336
A_73_P122291	ENSBTAG00000016336
A_73_P464531	ENSBTAG00000016344
A_73_P037446	ENSBTAG00000016344
A_73_P301141	ENSBTAG00000016343
A_73_109886	ENSBTAG00000016343
A_73_P091156	ENSBTAG00000016345
A_73_P084031	ENSBTAG00000016350
A_73_P041136	ENSBTAG00000016349
A_73_121349	ENSBTAG00000016352
A_73_114011	ENSBTAG00000016354
A_73_P244360	ENSBTAG00000016354
A_73_P338301	ENSBTAG00000016355
A_73_P076096	ENSBTAG00000016355
A_73_104181	ENSBTAG00000016357
A_73_P085711	ENSBTAG00000016359
A_73_113777	ENSBTAG00000016359
A_73_P090236	ENSBTAG00000016362
A_73_106465	ENSBTAG00000016365
A_73_102128	ENSBTAG00000016367
A_73_P360201	ENSBTAG00000016367
A_73_108015	ENSBTAG00000016366
A_73_112401	ENSBTAG00000016369
A_73_111090	ENSBTAG00000016368
A_73_110083	ENSBTAG00000016368
A_73_116212	ENSBTAG00000016374
A_73_P172157	ENSBTAG00000016378
A_73_P032071	ENSBTAG00000016378
A_73_100402	ENSBTAG00000016381
A_73_P093482	ENSBTAG00000000229
A_73_P486003	ENSBTAG00000016385
A_73_119392	ENSBTAG00000016387
A_73_P047076	ENSBTAG00000016389
A_73_P301601	ENSBTAG00000016389
A_73_P341271	ENSBTAG00000002055
A_73_P054671	ENSBTAG00000002055
A_73_P471148	ENSBTAG00000002055
A_73_P074136	ENSBTAG00000016388
A_73_P357611	ENSBTAG00000016391
A_73_103822	ENSBTAG00000016397
A_73_P107626	ENSBTAG00000016397
A_73_P491358	ENSBTAG00000016397
A_73_P094261	ENSBTAG00000016396
A_73_120187	ENSBTAG00000016401
A_73_P066986	ENSBTAG00000016407
A_73_108835	ENSBTAG00000016406
A_73_P105706	ENSBTAG00000016406
A_73_P504373	ENSBTAG00000016411
A_73_120836	ENSBTAG00000016411
A_73_P376086	ENSBTAG00000016413
A_73_102755	ENSBTAG00000016413
A_73_111284	ENSBTAG00000016414
A_73_101454	ENSBTAG00000016415
A_73_P206237	ENSBTAG00000016415
A_73_P490518	ENSBTAG00000016415
A_73_P033226	ENSBTAG00000016420
A_73_101586	ENSBTAG00000016420
A_73_P253861	ENSBTAG00000016420
A_73_P256336	ENSBTAG00000016420
A_73_103427	ENSBTAG00000016424
A_73_100120	ENSBTAG00000016427
A_73_P384986	ENSBTAG00000016427
A_73_119017	ENSBTAG00000016429
A_73_100981	ENSBTAG00000016430
A_73_106869	ENSBTAG00000016433
A_73_104933	ENSBTAG00000016434
A_73_P271866	ENSBTAG00000016441
A_73_105862	ENSBTAG00000016441
A_73_P204292	ENSBTAG00000016444
A_73_P033096	ENSBTAG00000016444
A_73_114114	ENSBTAG00000016446
A_73_102857	ENSBTAG00000016445
A_73_P256486	ENSBTAG00000016445
A_73_P116166	ENSBTAG00000016448
A_73_P113921	ENSBTAG00000016450
A_73_P258671	ENSBTAG00000016451
A_73_113082	ENSBTAG00000016451
A_73_106356	ENSBTAG00000023182
A_73_P093251	ENSBTAG00000016455
A_73_P394331	ENSBTAG00000016455
A_73_P333516	ENSBTAG00000016455
A_73_P322331	ENSBTAG00000016455
A_73_117968	ENSBTAG00000016456
A_73_P273151	ENSBTAG00000016457
A_73_115899	ENSBTAG00000016457
A_73_120392	ENSBTAG00000006884
A_73_119407	ENSBTAG00000016465
A_73_114294	ENSBTAG00000016469
A_73_P417476	ENSBTAG00000016470
A_73_P327926	ENSBTAG00000016470
A_73_P051116	ENSBTAG00000016470
A_73_P046611	ENSBTAG00000016471
A_73_P043456	ENSBTAG00000037673
A_73_P117587	ENSBTAG00000037673
A_73_105119	ENSBTAG00000000062
A_73_P050626	ENSBTAG00000016481
A_73_P284786	ENSBTAG00000016481
A_73_100648	ENSBTAG00000016485
A_73_100147	ENSBTAG00000016484
A_73_P316181	ENSBTAG00000016486
A_73_P046131	ENSBTAG00000016486
A_73_106737	ENSBTAG00000016494
A_73_P120611	ENSBTAG00000016494
A_73_P068851	ENSBTAG00000016495
A_73_P224312	ENSBTAG00000016496
A_73_P090391	ENSBTAG00000016496
A_73_P489423	ENSBTAG00000016497
A_73_P062156	ENSBTAG00000016499
A_73_P101161	ENSBTAG00000032163
A_73_P034246	ENSBTAG00000032163
A_73_P035341	ENSBTAG00000016502
A_73_P058306	ENSBTAG00000016505
A_73_P262701	ENSBTAG00000016505
A_73_106587	ENSBTAG00000016507
A_73_102594	ENSBTAG00000016510
A_73_P161242	ENSBTAG00000016510
A_73_P297281	ENSBTAG00000016513
A_73_P113346	ENSBTAG00000016513
A_73_P094426	ENSBTAG00000018520
A_73_P266356	ENSBTAG00000018520
A_73_P476618	ENSBTAG00000016511
A_73_119928	ENSBTAG00000016511
A_73_P321716	ENSBTAG00000016511
A_73_P413681	ENSBTAG00000016511
A_73_P259781	ENSBTAG00000016511
A_73_P085756	ENSBTAG00000016515
A_73_P400711	ENSBTAG00000016514
A_73_P385711	ENSBTAG00000016514
A_73_P108971	ENSBTAG00000016514
A_73_116475	ENSBTAG00000016514
A_73_P058021	ENSBTAG00000020582
A_73_111254	ENSBTAG00000016522
A_73_P377241	ENSBTAG00000016519
A_73_P062891	ENSBTAG00000016519
A_73_P449001	ENSBTAG00000016526
A_73_P341581	ENSBTAG00000016526
A_73_P038181	ENSBTAG00000016526
A_73_P276116	ENSBTAG00000016526
A_73_110109	ENSBTAG00000016527
A_73_103362	ENSBTAG00000016528
A_73_P416276	ENSBTAG00000016528
A_73_P472848	ENSBTAG00000016528
A_73_P471758	ENSBTAG00000016528
A_73_P487598	ENSBTAG00000016529
A_73_P031246	ENSBTAG00000016529
A_73_101031	ENSBTAG00000016532
A_73_P418421	ENSBTAG00000016532
A_73_P051691	ENSBTAG00000016532
A_73_108724	ENSBTAG00000016534
A_73_P260471	ENSBTAG00000016534
A_73_P395006	ENSBTAG00000016533
A_73_P052341	ENSBTAG00000016533
A_73_P388956	ENSBTAG00000016533
A_73_105589	ENSBTAG00000016541
A_73_P466958	ENSBTAG00000033413
A_73_P322661	ENSBTAG00000033413
A_73_119445	ENSBTAG00000033413
A_73_P444711	ENSBTAG00000016542
A_73_102383	ENSBTAG00000016542
A_73_P465203	ENSBTAG00000016546
A_73_P089106	ENSBTAG00000016546
A_73_115817	ENSBTAG00000016548
A_73_P040416	ENSBTAG00000016552
A_73_P112666	ENSBTAG00000016549
A_73_P299021	ENSBTAG00000016549
A_73_P298751	ENSBTAG00000016549
A_73_P388401	ENSBTAG00000016549
A_73_P509943	ENSBTAG00000016549
A_73_P465433	ENSBTAG00000045862
A_73_117176	ENSBTAG00000045862
A_73_P096086	ENSBTAG00000016554
A_73_P057956	ENSBTAG00000016553
A_73_P454116	ENSBTAG00000016553
A_73_120458	ENSBTAG00000016555
A_73_P246956	ENSBTAG00000016555
A_73_106745	ENSBTAG00000016558
A_73_P101126	ENSBTAG00000016560
A_73_P492093	ENSBTAG00000016557
A_73_P445226	ENSBTAG00000016557
A_73_P442476	ENSBTAG00000016557
A_73_P404176	ENSBTAG00000016557
A_73_P281526	ENSBTAG00000016557
A_73_P318096	ENSBTAG00000016557
A_73_P477018	ENSBTAG00000016557
A_73_115341	ENSBTAG00000016557
A_73_P246441	ENSBTAG00000016557
A_73_P322121	ENSBTAG00000016561
A_73_116885	ENSBTAG00000016561
A_73_100862	ENSBTAG00000016562
A_73_P057846	ENSBTAG00000016564
A_73_P288146	ENSBTAG00000016563
A_73_115494	ENSBTAG00000054844
A_73_P038621	ENSBTAG00000016567
A_73_P423431	ENSBTAG00000016567
A_73_P262027	ENSBTAG00000016568
A_73_P033376	ENSBTAG00000016568
A_73_P376831	ENSBTAG00000016568
A_73_101870	ENSBTAG00000016566
A_73_P432236	ENSBTAG00000016571
A_73_P037056	ENSBTAG00000016571
A_73_P305041	ENSBTAG00000016571
A_73_P037856	ENSBTAG00000016573
A_73_P111496	ENSBTAG00000016573
A_73_P057856	ENSBTAG00000016574
A_73_101630	ENSBTAG00000016573
A_73_104663	ENSBTAG00000016577
A_73_100759	ENSBTAG00000016578
A_73_P468788	ENSBTAG00000016578
A_73_P510408	ENSBTAG00000016578
A_73_P259676	ENSBTAG00000016578
A_73_121439	ENSBTAG00000016580
A_73_P031946	ENSBTAG00000016581
A_73_P464311	ENSBTAG00000016581
A_73_118950	ENSBTAG00000016584
A_73_P034871	ENSBTAG00000013778
A_73_105517	ENSBTAG00000016588
A_73_P090291	ENSBTAG00000016589
A_73_P440671	ENSBTAG00000016591
A_73_P057866	ENSBTAG00000016591
A_73_104191	ENSBTAG00000016592
A_73_P413231	ENSBTAG00000016592
A_73_P057876	ENSBTAG00000016594
A_73_113753	ENSBTAG00000016593
A_73_P385176	ENSBTAG00000016593
A_73_106173	ENSBTAG00000016595
A_73_P355481	ENSBTAG00000016599
A_73_P031171	ENSBTAG00000016599
A_73_105299	ENSBTAG00000016599
A_73_P345581	ENSBTAG00000016599
A_73_114302	ENSBTAG00000016600
A_73_P032391	ENSBTAG00000016603
A_73_106427	ENSBTAG00000016606
A_73_117971	ENSBTAG00000016612
A_73_P333886	ENSBTAG00000016615
A_73_118622	ENSBTAG00000016615
A_73_P066176	ENSBTAG00000016613
A_73_101996	ENSBTAG00000017204
A_73_P432521	ENSBTAG00000016619
A_73_P045826	ENSBTAG00000016619
A_73_107123	ENSBTAG00000016618
A_73_107279	ENSBTAG00000016621
A_73_107324	ENSBTAG00000016621
A_73_103811	ENSBTAG00000016622
A_73_P171952	ENSBTAG00000016622
A_73_P351696	ENSBTAG00000016622
A_73_P484263	ENSBTAG00000016622
A_73_112001	ENSBTAG00000016624
A_73_107639	ENSBTAG00000016627
A_73_P112251	ENSBTAG00000016629
A_73_120663	ENSBTAG00000016633
A_73_P032041	ENSBTAG00000016637
A_73_P438181	ENSBTAG00000016635
A_73_100898	ENSBTAG00000016635
A_73_P417626	ENSBTAG00000016640
A_73_120107	ENSBTAG00000016640
A_73_104718	ENSBTAG00000016644
A_73_P087556	ENSBTAG00000016645
A_73_102301	ENSBTAG00000016646
A_73_P034201	ENSBTAG00000016649
A_73_117089	ENSBTAG00000016650
A_73_P069126	ENSBTAG00000016651
A_73_108283	ENSBTAG00000016656
A_73_117942	ENSBTAG00000016656
A_73_101498	ENSBTAG00000016658
A_73_P091166	ENSBTAG00000016661
A_73_P037226	ENSBTAG00000016661
A_73_P344596	ENSBTAG00000016662
A_73_P094986	ENSBTAG00000016662
A_73_P064541	ENSBTAG00000016663
A_73_P358041	ENSBTAG00000016663
A_73_P113961	ENSBTAG00000016664
A_73_114183	ENSBTAG00000016667
A_73_102329	ENSBTAG00000016666
A_73_P271276	ENSBTAG00000016666
A_73_P130036	ENSBTAG00000016666
A_73_P374966	ENSBTAG00000016666
A_73_106676	ENSBTAG00000016675
A_73_P325756	ENSBTAG00000016676
A_73_P043366	ENSBTAG00000016676
A_73_P073731	ENSBTAG00000016677
A_73_P288631	ENSBTAG00000016679
A_73_P037236	ENSBTAG00000016679
A_73_P427431	ENSBTAG00000016679
A_73_101851	ENSBTAG00000016680
A_73_P030161	ENSBTAG00000016680
A_73_102507	ENSBTAG00000016683
A_73_P038251	ENSBTAG00000016683
A_73_P262576	ENSBTAG00000016683
A_73_P369076	ENSBTAG00000016683
A_73_P075236	ENSBTAG00000016684
A_73_108156	ENSBTAG00000016685
A_73_P057751	ENSBTAG00000016685
A_73_113840	ENSBTAG00000016691
A_73_P163067	ENSBTAG00000016691
A_73_111616	ENSBTAG00000016695
A_73_P093786	ENSBTAG00000016694
A_73_P305926	ENSBTAG00000016694
A_73_P439771	ENSBTAG00000016694
A_73_120180	ENSBTAG00000016698
A_73_112465	ENSBTAG00000016705
A_73_P071621	ENSBTAG00000016703
A_73_103121	ENSBTAG00000019859
A_73_102969	ENSBTAG00000016704
A_73_P250791	ENSBTAG00000016704
A_73_P112946	ENSBTAG00000016708
A_73_P042391	ENSBTAG00000016710
A_73_P049561	ENSBTAG00000016711
A_73_113718	ENSBTAG00000016711
A_73_112656	ENSBTAG00000016716
A_73_P256111	ENSBTAG00000016716
A_73_108107	ENSBTAG00000016717
A_73_P364041	ENSBTAG00000016720
A_73_P032461	ENSBTAG00000016720
A_73_P253716	ENSBTAG00000016720
A_73_P092961	ENSBTAG00000016723
A_73_P110016	ENSBTAG00000016724
A_73_115435	ENSBTAG00000016724
A_73_114014	ENSBTAG00000016725
A_73_P052121	ENSBTAG00000016725
A_73_P036126	ENSBTAG00000016731
A_73_P324906	ENSBTAG00000016731
A_73_P047516	ENSBTAG00000016730
A_73_103500	ENSBTAG00000016728
A_73_P274266	ENSBTAG00000016728
A_73_P072011	ENSBTAG00000016733
A_73_P066626	ENSBTAG00000016732
A_73_104113	ENSBTAG00000016734
A_73_111382	ENSBTAG00000016735
A_73_117426	ENSBTAG00000016736
A_73_P077236	ENSBTAG00000016737
A_73_P139121	ENSBTAG00000016738
A_73_100747	ENSBTAG00000016738
A_73_P332941	ENSBTAG00000016738
A_73_P444121	ENSBTAG00000016739
A_73_P070951	ENSBTAG00000016739
A_73_111262	ENSBTAG00000016741
A_73_P435816	ENSBTAG00000016740
A_73_P337586	ENSBTAG00000016740
A_73_P074711	ENSBTAG00000016742
A_73_120698	ENSBTAG00000016743
A_73_P323711	ENSBTAG00000016743
A_73_108505	ENSBTAG00000016746
A_73_113654	ENSBTAG00000016744
A_73_P095226	ENSBTAG00000039346
A_73_111301	ENSBTAG00000016747
A_73_P326271	ENSBTAG00000016747
A_73_P087021	ENSBTAG00000016750
A_73_P283651	ENSBTAG00000016751
A_73_P338281	ENSBTAG00000016751
A_73_P429651	ENSBTAG00000016751
A_73_P080941	ENSBTAG00000016751
A_73_P331761	ENSBTAG00000016751
A_73_111916	ENSBTAG00000016754
A_73_103401	ENSBTAG00000016758
A_73_P499243	ENSBTAG00000016758
A_73_P288541	ENSBTAG00000016763
A_73_107092	ENSBTAG00000016763
A_73_121361	ENSBTAG00000016761
A_73_104768	ENSBTAG00000016762
A_73_P033876	ENSBTAG00000016765
A_73_P279606	ENSBTAG00000016760
A_73_P345726	ENSBTAG00000016760
A_73_115287	ENSBTAG00000016764
A_73_P101061	ENSBTAG00000016764
A_73_P414431	ENSBTAG00000016764
A_73_P101176	ENSBTAG00000016764
A_73_108144	ENSBTAG00000016768
A_73_107594	ENSBTAG00000016769
A_73_P465588	ENSBTAG00000016769
A_73_P036916	ENSBTAG00000016770
A_73_109445	ENSBTAG00000016773
A_73_P069886	ENSBTAG00000016771
A_73_P430511	ENSBTAG00000016772
A_73_P166642	ENSBTAG00000016772
A_73_P083766	ENSBTAG00000016775
A_73_P043111	ENSBTAG00000016777
A_73_P262651	ENSBTAG00000016777
A_73_P402811	ENSBTAG00000016783
A_73_112540	ENSBTAG00000016783
A_73_P094756	ENSBTAG00000016782
A_73_P066341	ENSBTAG00000016776
A_73_107467	ENSBTAG00000016785
A_73_P442946	ENSBTAG00000016779
A_73_P070821	ENSBTAG00000016779
A_73_P410046	ENSBTAG00000016779
A_73_P319331	ENSBTAG00000016791
A_73_P051856	ENSBTAG00000016791
A_73_108019	ENSBTAG00000016791
A_73_114137	ENSBTAG00000016793
A_73_P113386	ENSBTAG00000040358
A_73_100565	ENSBTAG00000016794
A_73_P107606	ENSBTAG00000016794
A_73_P087791	ENSBTAG00000016795
A_73_P310956	ENSBTAG00000016797
A_73_121333	ENSBTAG00000016797
A_73_111334	ENSBTAG00000016799
A_73_P312866	ENSBTAG00000016800
A_73_P080201	ENSBTAG00000016800
A_73_119075	ENSBTAG00000016801
A_73_P277951	ENSBTAG00000016801
A_73_120181	ENSBTAG00000016805
A_73_P478233	ENSBTAG00000016805
A_73_P042531	ENSBTAG00000016804
A_73_P056946	ENSBTAG00000052871
A_73_P277396	ENSBTAG00000030182
A_73_P050261	ENSBTAG00000030182
A_73_117831	ENSBTAG00000016810
A_73_P042021	ENSBTAG00000037558
A_73_P031501	ENSBTAG00000037558
A_73_P070356	ENSBTAG00000016813
A_73_106740	ENSBTAG00000016814
A_73_106995	ENSBTAG00000016817
A_73_P205642	ENSBTAG00000016818
A_73_P043546	ENSBTAG00000016818
A_73_P109351	ENSBTAG00000016819
A_73_111582	ENSBTAG00000016819
A_73_P378211	ENSBTAG00000016819
A_73_P055401	ENSBTAG00000016820
A_73_P287326	ENSBTAG00000016821
A_73_111397	ENSBTAG00000016822
A_73_P099686	ENSBTAG00000016822
A_73_P099851	ENSBTAG00000016822
A_73_116817	ENSBTAG00000016823
A_73_113377	ENSBTAG00000016824
A_73_113157	ENSBTAG00000010723
A_73_P265451	ENSBTAG00000016827
A_73_P328991	ENSBTAG00000016827
A_73_P268471	ENSBTAG00000016827
A_73_P050706	ENSBTAG00000016827
A_73_P273641	ENSBTAG00000016827
A_73_120583	ENSBTAG00000016828
A_73_P061876	ENSBTAG00000016829
A_73_P042236	ENSBTAG00000016833
A_73_P062176	ENSBTAG00000016835
A_73_P404181	ENSBTAG00000016838
A_73_P061951	ENSBTAG00000016838
A_73_P110166	ENSBTAG00000016839
A_73_P085586	ENSBTAG00000016841
A_73_P499678	ENSBTAG00000016841
A_73_P255951	ENSBTAG00000016847
A_73_115433	ENSBTAG00000016847
A_73_P047661	ENSBTAG00000016846
A_73_P100986	ENSBTAG00000016846
A_73_119562	ENSBTAG00000016849
A_73_P397341	ENSBTAG00000016849
A_73_104270	ENSBTAG00000016851
A_73_P470308	ENSBTAG00000016851
A_73_121154	ENSBTAG00000016852
A_73_100156	ENSBTAG00000016855
A_73_P061211	ENSBTAG00000016857
A_73_P035276	ENSBTAG00000016858
A_73_P404941	ENSBTAG00000016864
A_73_P255221	ENSBTAG00000016864
A_73_104583	ENSBTAG00000016864
A_73_P314201	ENSBTAG00000016864
A_73_P110026	ENSBTAG00000016864
A_73_P041741	ENSBTAG00000016867
A_73_P076051	ENSBTAG00000016869
A_73_P050286	ENSBTAG00000016873
A_73_P251491	ENSBTAG00000016873
A_73_106731	ENSBTAG00000016873
A_73_P095591	ENSBTAG00000016877
A_73_P339781	ENSBTAG00000016878
A_73_116449	ENSBTAG00000016878
A_73_P440561	ENSBTAG00000016878
A_73_P332481	ENSBTAG00000016878
A_73_P356456	ENSBTAG00000016879
A_73_P089121	ENSBTAG00000016879
A_73_P341241	ENSBTAG00000016879
A_73_P039696	ENSBTAG00000016880
A_73_P270041	ENSBTAG00000016882
A_73_P359991	ENSBTAG00000016882
A_73_113785	ENSBTAG00000016882
A_73_105538	ENSBTAG00000016881
A_73_P109196	ENSBTAG00000016881
A_73_P037921	ENSBTAG00000016885
A_73_116233	ENSBTAG00000016886
A_73_P050316	ENSBTAG00000016887
A_73_P154392	ENSBTAG00000016887
A_73_P256966	ENSBTAG00000016891
A_73_118312	ENSBTAG00000016891
A_73_P094046	ENSBTAG00000016894
A_73_P439566	ENSBTAG00000016895
A_73_P388451	ENSBTAG00000016895
A_73_P048326	ENSBTAG00000016895
A_73_P341301	ENSBTAG00000016896
A_73_P266151	ENSBTAG00000016896
A_73_P042701	ENSBTAG00000016896
A_73_P080666	ENSBTAG00000025324
A_73_P093591	ENSBTAG00000016899
A_73_P041731	ENSBTAG00000016900
A_73_P281421	ENSBTAG00000016900
A_73_101393	ENSBTAG00000016902
A_73_P164747	ENSBTAG00000016902
A_73_P415876	ENSBTAG00000016903
A_73_101207	ENSBTAG00000016903
A_73_P441591	ENSBTAG00000016903
A_73_P090631	ENSBTAG00000016904
A_73_P345951	ENSBTAG00000016904
A_73_115377	ENSBTAG00000021547
A_73_106001	ENSBTAG00000016908
A_73_P395626	ENSBTAG00000016908
A_73_P259756	ENSBTAG00000016908
A_73_103701	ENSBTAG00000016910
A_73_102256	ENSBTAG00000016910
A_73_109999	ENSBTAG00000016911
A_73_113311	ENSBTAG00000016912
A_73_P090626	ENSBTAG00000016913
A_73_112422	ENSBTAG00000016924
A_73_P085176	ENSBTAG00000016929
A_73_109706	ENSBTAG00000016931
A_73_105188	ENSBTAG00000016932
A_73_P265071	ENSBTAG00000016932
A_73_P281431	ENSBTAG00000016932
A_73_P083971	ENSBTAG00000016933
A_73_P084011	ENSBTAG00000016937
A_73_P364611	ENSBTAG00000016939
A_73_102627	ENSBTAG00000016939
A_73_P072531	ENSBTAG00000016943
A_73_P251581	ENSBTAG00000016950
A_73_P033846	ENSBTAG00000016950
A_73_114718	ENSBTAG00000016954
A_73_P469688	ENSBTAG00000016954
A_73_P267151	ENSBTAG00000016952
A_73_P030186	ENSBTAG00000016952
A_73_P301196	ENSBTAG00000016951
A_73_P048441	ENSBTAG00000016951
A_73_P305436	ENSBTAG00000016951
A_73_P113616	ENSBTAG00000004172
A_73_P272996	ENSBTAG00000016948
A_73_108980	ENSBTAG00000016948
A_73_P087101	ENSBTAG00000016958
A_73_115101	ENSBTAG00000016956
A_73_P417231	ENSBTAG00000016959
A_73_P306251	ENSBTAG00000016959
A_73_P033881	ENSBTAG00000016959
A_73_115843	ENSBTAG00000016968
A_73_P309951	ENSBTAG00000016968
A_73_P277876	ENSBTAG00000016968
A_73_P470718	ENSBTAG00000016969
A_73_109480	ENSBTAG00000016969
A_73_P064826	ENSBTAG00000016972
A_73_P414706	ENSBTAG00000016975
A_73_P445976	ENSBTAG00000016975
A_73_P036801	ENSBTAG00000016975
A_73_P252791	ENSBTAG00000016977
A_73_115667	ENSBTAG00000016977
A_73_120854	ENSBTAG00000016979
A_73_114712	ENSBTAG00000016980
A_73_115190	ENSBTAG00000016980
A_73_P069146	ENSBTAG00000016984
A_73_P300791	ENSBTAG00000016982
A_73_108001	ENSBTAG00000016982
A_73_P082856	ENSBTAG00000016987
A_73_P348711	ENSBTAG00000016988
A_73_P043046	ENSBTAG00000016988
A_73_P055531	ENSBTAG00000025952
A_73_P185767	ENSBTAG00000025952
A_73_P211922	ENSBTAG00000016995
A_73_P068036	ENSBTAG00000016997
A_73_110934	ENSBTAG00000017000
A_73_P257851	ENSBTAG00000016999
A_73_P096966	ENSBTAG00000016999
A_73_P136521	ENSBTAG00000017001
A_73_P088936	ENSBTAG00000017001
A_73_101088	ENSBTAG00000017001
A_73_120523	ENSBTAG00000017002
A_73_P286966	ENSBTAG00000017002
A_73_P403146	ENSBTAG00000017002
A_73_P306106	ENSBTAG00000017007
A_73_P365636	ENSBTAG00000017007
A_73_P034726	ENSBTAG00000017007
A_73_103751	ENSBTAG00000017009
A_73_117536	ENSBTAG00000017010
A_73_P272411	ENSBTAG00000008288
A_73_P268291	ENSBTAG00000008288
A_73_P049114	ENSBTAG00000017016
A_73_P043726	ENSBTAG00000017017
A_73_P317106	ENSBTAG00000017017
A_73_112860	ENSBTAG00000017020
A_73_P049206	ENSBTAG00000017020
A_73_P072836	ENSBTAG00000017019
A_73_116895	ENSBTAG00000017023
A_73_P100476	ENSBTAG00000017024
A_73_100612	ENSBTAG00000017024
A_73_P066426	ENSBTAG00000000920
A_73_P368206	ENSBTAG00000017027
A_73_P032766	ENSBTAG00000017027
A_73_113998	ENSBTAG00000017026
A_73_103460	ENSBTAG00000017028
A_73_P481148	ENSBTAG00000017028
A_73_P348776	ENSBTAG00000017028
A_73_116056	ENSBTAG00000017033
A_73_P498143	ENSBTAG00000017033
A_73_120301	ENSBTAG00000017035
A_73_P041601	ENSBTAG00000017035
A_73_P453856	ENSBTAG00000017037
A_73_P311111	ENSBTAG00000017037
A_73_P035136	ENSBTAG00000017037
A_73_P437486	ENSBTAG00000017037
A_73_P398861	ENSBTAG00000017037
A_73_P035326	ENSBTAG00000017040
A_73_P311871	ENSBTAG00000017040
A_73_115802	ENSBTAG00000017042
A_73_P094916	ENSBTAG00000017043
A_73_P167052	ENSBTAG00000039991
A_73_P087741	ENSBTAG00000039991
A_73_101087	ENSBTAG00000017048
A_73_P345021	ENSBTAG00000017051
A_73_105472	ENSBTAG00000017051
A_73_P286136	ENSBTAG00000017051
A_73_P059041	ENSBTAG00000017053
A_73_120102	ENSBTAG00000017055
A_73_105049	ENSBTAG00000017064
A_73_P254301	ENSBTAG00000017064
A_73_P371671	ENSBTAG00000017060
A_73_P338026	ENSBTAG00000017060
A_73_P250781	ENSBTAG00000017060
A_73_P450591	ENSBTAG00000017060
A_73_104443	ENSBTAG00000017060
A_73_P250486	ENSBTAG00000017060
A_73_106279	ENSBTAG00000017068
A_73_P371996	ENSBTAG00000017067
A_73_P118511	ENSBTAG00000017067
A_73_P333271	ENSBTAG00000017071
A_73_P424371	ENSBTAG00000017071
A_73_P049021	ENSBTAG00000017071
A_73_P086976	ENSBTAG00000017063
A_73_P087356	ENSBTAG00000017073
A_73_P042446	ENSBTAG00000017069
A_73_P089941	ENSBTAG00000017072
A_73_P107156	ENSBTAG00000017072
A_73_P428506	ENSBTAG00000017072
A_73_P471338	ENSBTAG00000002349
A_73_P083781	ENSBTAG00000017074
A_73_P085521	ENSBTAG00000017079
A_73_P049811	ENSBTAG00000017081
A_73_P047021	ENSBTAG00000017085
A_73_P036646	ENSBTAG00000017082
A_73_P319041	ENSBTAG00000017082
A_73_P392631	ENSBTAG00000017082
A_73_P059781	ENSBTAG00000017083
A_73_P088156	ENSBTAG00000017086
A_73_P102631	ENSBTAG00000017086
A_73_P034616	ENSBTAG00000017087
A_73_P297561	ENSBTAG00000017087
A_73_P401766	ENSBTAG00000017087
A_73_P065471	ENSBTAG00000017090
A_73_P395221	ENSBTAG00000017091
A_73_P033591	ENSBTAG00000017091
A_73_P427956	ENSBTAG00000017091
A_73_112902	ENSBTAG00000017098
A_73_P059471	ENSBTAG00000017096
A_73_P279356	ENSBTAG00000017094
A_73_P307831	ENSBTAG00000017094
A_73_116037	ENSBTAG00000017094
A_73_P344601	ENSBTAG00000017095
A_73_P282561	ENSBTAG00000017095
A_73_P078946	ENSBTAG00000017095
A_73_P382051	ENSBTAG00000017095
A_73_P256476	ENSBTAG00000017095
A_73_P063206	ENSBTAG00000017102
A_73_113873	ENSBTAG00000017103
A_73_P256521	ENSBTAG00000017103
A_73_116965	ENSBTAG00000017105
A_73_P160682	ENSBTAG00000017105
A_73_P478958	ENSBTAG00000017122
A_73_P102906	ENSBTAG00000017122
A_73_P473353	ENSBTAG00000017122
A_73_P335346	ENSBTAG00000017122
A_73_P095536	ENSBTAG00000017122
A_73_119376	ENSBTAG00000017112
A_73_P269446	ENSBTAG00000017115
A_73_100362	ENSBTAG00000017115
A_73_P266796	ENSBTAG00000017116
A_73_119072	ENSBTAG00000017116
A_73_P110441	ENSBTAG00000017116
A_73_P041476	ENSBTAG00000017118
A_73_P043436	ENSBTAG00000017120
A_73_P313201	ENSBTAG00000017120
A_73_P373741	ENSBTAG00000017123
A_73_120751	ENSBTAG00000017123
A_73_119279	ENSBTAG00000017125
A_73_P373796	ENSBTAG00000017125
A_73_P262112	ENSBTAG00000017125
A_73_P294516	ENSBTAG00000017124
A_73_118370	ENSBTAG00000017124
A_73_P412646	ENSBTAG00000017124
A_73_P440831	ENSBTAG00000017121
A_73_P478507	ENSBTAG00000017121
