ID	ensembl_gene_id
A_73_P276416	ENSBTAG00000006140
A_73_119237	ENSBTAG00000006141
A_73_P360146	ENSBTAG00000006141
A_73_103595	ENSBTAG00000006143
A_73_P034371	ENSBTAG00000006142
A_73_P329321	ENSBTAG00000006142
A_73_113408	ENSBTAG00000006147
A_73_P046756	ENSBTAG00000006150
A_73_103018	ENSBTAG00000006150
A_73_P283066	ENSBTAG00000006155
A_73_119921	ENSBTAG00000006155
A_73_112915	ENSBTAG00000006156
A_73_102648	ENSBTAG00000006158
A_73_108241	ENSBTAG00000006159
A_73_114770	ENSBTAG00000006160
A_73_P031011	ENSBTAG00000006161
A_73_P082211	ENSBTAG00000006162
A_73_113615	ENSBTAG00000006165
A_73_101501	ENSBTAG00000006167
A_73_114357	ENSBTAG00000006168
A_73_P316701	ENSBTAG00000006168
A_73_P061921	ENSBTAG00000006170
A_73_P038891	ENSBTAG00000006177
A_73_P037476	ENSBTAG00000006176
A_73_P172352	ENSBTAG00000006185
A_73_117943	ENSBTAG00000006185
A_73_P071646	ENSBTAG00000006186
A_73_P039761	ENSBTAG00000006187
A_73_P097416	ENSBTAG00000006189
A_73_114078	ENSBTAG00000006189
A_73_P467768	ENSBTAG00000006189
A_73_P107866	ENSBTAG00000006189
A_73_P048206	ENSBTAG00000006189
A_73_P107861	ENSBTAG00000006189
A_73_P275781	ENSBTAG00000006193
A_73_114557	ENSBTAG00000006193
A_73_P037806	ENSBTAG00000006193
A_73_P061596	ENSBTAG00000006194
A_73_P421171	ENSBTAG00000006195
A_73_108297	ENSBTAG00000006195
A_73_116425	ENSBTAG00000006197
A_73_P127976	ENSBTAG00000006199
A_73_102036	ENSBTAG00000006199
A_73_109704	ENSBTAG00000006200
A_73_115211	ENSBTAG00000006201
A_73_P202967	ENSBTAG00000006202
A_73_P203628	ENSBTAG00000006202
A_73_P097271	ENSBTAG00000006202
A_73_P044086	ENSBTAG00000006202
A_73_P313756	ENSBTAG00000006202
A_73_111843	ENSBTAG00000006204
A_73_P036941	ENSBTAG00000006205
A_73_103406	ENSBTAG00000006208
A_73_P458096	ENSBTAG00000006209
A_73_P030891	ENSBTAG00000006209
A_73_P120691	ENSBTAG00000006213
A_73_P439236	ENSBTAG00000006214
A_73_119723	ENSBTAG00000006214
A_73_P363206	ENSBTAG00000006214
A_73_103141	ENSBTAG00000006212
A_73_P067056	ENSBTAG00000006221
A_73_P336691	ENSBTAG00000006223
A_73_P189542	ENSBTAG00000006225
A_73_P486833	ENSBTAG00000006225
A_73_P203406	ENSBTAG00000006225
A_73_107155	ENSBTAG00000006225
A_73_P035551	ENSBTAG00000006227
A_73_P265621	ENSBTAG00000006227
A_73_P089666	ENSBTAG00000006232
A_73_112662	ENSBTAG00000006233
A_73_110241	ENSBTAG00000006231
A_73_103308	ENSBTAG00000006234
A_73_P092366	ENSBTAG00000006234
A_73_P092361	ENSBTAG00000006235
A_73_P059031	ENSBTAG00000006239
A_73_P047906	ENSBTAG00000006240
A_73_105309	ENSBTAG00000006240
A_73_P103081	ENSBTAG00000006240
A_73_117685	ENSBTAG00000006241
A_73_P406411	ENSBTAG00000006241
A_73_P250616	ENSBTAG00000006241
A_73_P044361	ENSBTAG00000006244
A_73_P453416	ENSBTAG00000006244
A_73_113310	ENSBTAG00000006245
A_73_P364676	ENSBTAG00000006245
A_73_P446141	ENSBTAG00000006246
A_73_P090091	ENSBTAG00000006246
A_73_P104086	ENSBTAG00000006246
A_73_P370891	ENSBTAG00000006247
A_73_P051571	ENSBTAG00000006247
A_73_P185882	ENSBTAG00000006250
A_73_117017	ENSBTAG00000006250
A_73_120008	ENSBTAG00000006251
A_73_P104056	ENSBTAG00000006252
A_73_P327046	ENSBTAG00000006252
A_73_105738	ENSBTAG00000006252
A_73_P088951	ENSBTAG00000006253
A_73_P290541	ENSBTAG00000006253
A_73_P422386	ENSBTAG00000006253
A_73_110224	ENSBTAG00000006255
A_73_P292711	ENSBTAG00000006255
A_73_P035086	ENSBTAG00000006261
A_73_P256781	ENSBTAG00000006262
A_73_P451246	ENSBTAG00000006262
A_73_117488	ENSBTAG00000006262
A_73_P189457	ENSBTAG00000006263
A_73_105187	ENSBTAG00000006263
A_73_P442036	ENSBTAG00000006263
A_73_103158	ENSBTAG00000006270
A_73_P225557	ENSBTAG00000006270
A_73_P449761	ENSBTAG00000006270
A_73_P129021	ENSBTAG00000006270
A_73_P311796	ENSBTAG00000006270
A_73_P103241	ENSBTAG00000006270
A_73_119745	ENSBTAG00000006276
A_73_P367476	ENSBTAG00000006276
A_73_P074078	ENSBTAG00000007213
A_73_109974	ENSBTAG00000006273
A_73_P266841	ENSBTAG00000006273
A_73_P074421	ENSBTAG00000006278
A_73_120834	ENSBTAG00000006277
A_73_P424221	ENSBTAG00000006277
A_73_P441201	ENSBTAG00000006277
A_73_P066406	ENSBTAG00000006277
A_73_P066401	ENSBTAG00000006280
A_73_114878	ENSBTAG00000006280
A_73_P052076	ENSBTAG00000026993
A_73_P105591	ENSBTAG00000026993
A_73_P034426	ENSBTAG00000006282
A_73_120853	ENSBTAG00000037917
A_73_P473253	ENSBTAG00000022731
A_73_P268446	ENSBTAG00000022731
A_73_P041566	ENSBTAG00000022731
A_73_P257256	ENSBTAG00000022731
A_73_P257111	ENSBTAG00000022731
A_73_P417116	ENSBTAG00000022731
A_73_P059416	ENSBTAG00000006288
A_73_P166672	ENSBTAG00000006288
A_73_P305821	ENSBTAG00000006291
A_73_P039021	ENSBTAG00000006291
A_73_P044791	ENSBTAG00000006293
A_73_111195	ENSBTAG00000006295
A_73_P278876	ENSBTAG00000006296
A_73_116538	ENSBTAG00000006296
A_73_P273746	ENSBTAG00000006296
A_73_101838	ENSBTAG00000006307
A_73_P441506	ENSBTAG00000006307
A_73_P281196	ENSBTAG00000006307
A_73_P252741	ENSBTAG00000006307
A_73_P252411	ENSBTAG00000006307
A_73_P090881	ENSBTAG00000049753
A_73_P090816	ENSBTAG00000006313
A_73_P049906	ENSBTAG00000006320
A_73_P108011	ENSBTAG00000006320
A_73_P049756	ENSBTAG00000006321
A_73_P264381	ENSBTAG00000006324
A_73_P322856	ENSBTAG00000006324
A_73_P030001	ENSBTAG00000006324
A_73_P081806	ENSBTAG00000006323
A_73_P160687	ENSBTAG00000006326
A_73_119056	ENSBTAG00000006326
A_73_117212	ENSBTAG00000006328
A_73_104200	ENSBTAG00000006325
A_73_P262881	ENSBTAG00000006325
A_73_P106051	ENSBTAG00000006325
A_73_113076	ENSBTAG00000006330
A_73_P405641	ENSBTAG00000006330
A_73_P260331	ENSBTAG00000006330
A_73_P472873	ENSBTAG00000006330
A_73_P090651	ENSBTAG00000006335
A_73_P062481	ENSBTAG00000006339
A_73_105387	ENSBTAG00000006342
A_73_P080281	ENSBTAG00000006341
A_73_108594	ENSBTAG00000006343
A_73_P479108	ENSBTAG00000006345
A_73_P033491	ENSBTAG00000006345
A_73_100551	ENSBTAG00000006346
A_73_104466	ENSBTAG00000006353
A_73_P109856	ENSBTAG00000006353
A_73_101110	ENSBTAG00000006349
A_73_P417926	ENSBTAG00000006349
A_73_P453311	ENSBTAG00000006349
A_73_P371221	ENSBTAG00000006349
A_73_117069	ENSBTAG00000006347
A_73_P398471	ENSBTAG00000006347
A_73_P400651	ENSBTAG00000006354
A_73_P101951	ENSBTAG00000006354
A_73_104190	ENSBTAG00000006354
A_73_114378	ENSBTAG00000006350
A_73_P310571	ENSBTAG00000034693
A_73_P076541	ENSBTAG00000051038
A_73_112062	ENSBTAG00000051038
A_73_P069406	ENSBTAG00000006363
A_73_P345716	ENSBTAG00000006360
A_73_113331	ENSBTAG00000006360
A_73_P334391	ENSBTAG00000006364
A_73_P050001	ENSBTAG00000006364
A_73_P401316	ENSBTAG00000039415
A_73_P050966	ENSBTAG00000039415
A_73_111010	ENSBTAG00000006359
A_73_P084746	ENSBTAG00000006368
A_73_P099526	ENSBTAG00000006367
A_73_113045	ENSBTAG00000006367
A_73_116808	ENSBTAG00000006370
A_73_120561	ENSBTAG00000006372
A_73_P333631	ENSBTAG00000006371
A_73_P049601	ENSBTAG00000006371
A_73_P318786	ENSBTAG00000006371
A_73_P040706	ENSBTAG00000006374
A_73_P345456	ENSBTAG00000006377
A_73_P359481	ENSBTAG00000006377
A_73_115963	ENSBTAG00000006377
A_73_P300541	ENSBTAG00000006378
A_73_P031006	ENSBTAG00000006378
A_73_110097	ENSBTAG00000006379
A_73_P040156	ENSBTAG00000022158
A_73_111779	ENSBTAG00000054330
A_73_P389851	ENSBTAG00000054330
A_73_110776	ENSBTAG00000006385
A_73_100040	ENSBTAG00000006387
A_73_117732	ENSBTAG00000006391
A_73_P321206	ENSBTAG00000006395
A_73_113666	ENSBTAG00000006395
A_73_100579	ENSBTAG00000006393
A_73_P080776	ENSBTAG00000006392
A_73_P149286	ENSBTAG00000006392
A_73_P100981	ENSBTAG00000006396
A_73_P430646	ENSBTAG00000006396
A_73_103067	ENSBTAG00000006396
A_73_P081746	ENSBTAG00000006398
A_73_P086536	ENSBTAG00000006397
A_73_P354381	ENSBTAG00000006404
A_73_116873	ENSBTAG00000006404
A_73_P390616	ENSBTAG00000006404
A_73_P321876	ENSBTAG00000006405
A_73_121274	ENSBTAG00000006405
A_73_P369016	ENSBTAG00000006411
A_73_114340	ENSBTAG00000006411
A_73_P042266	ENSBTAG00000006414
A_73_P204717	ENSBTAG00000006414
A_73_P412071	ENSBTAG00000006414
A_73_P035051	ENSBTAG00000006416
A_73_P118016	ENSBTAG00000006416
A_73_P096626	ENSBTAG00000006415
A_73_P067166	ENSBTAG00000006417
A_73_106391	ENSBTAG00000006420
A_73_P102146	ENSBTAG00000006420
A_73_117207	ENSBTAG00000006419
A_73_P329711	ENSBTAG00000006419
A_73_P445326	ENSBTAG00000006419
A_73_P316731	ENSBTAG00000022158
A_73_P429966	ENSBTAG00000022158
A_73_109196	ENSBTAG00000022158
A_73_P109696	ENSBTAG00000022158
A_73_116100	ENSBTAG00000006423
A_73_P273971	ENSBTAG00000006423
A_73_P068771	ENSBTAG00000006422
A_73_120236	ENSBTAG00000002515
A_73_P084751	ENSBTAG00000006428
A_73_119911	ENSBTAG00000006429
A_73_101402	ENSBTAG00000006432
A_73_P414671	ENSBTAG00000006434
A_73_115395	ENSBTAG00000006434
A_73_120545	ENSBTAG00000006438
A_73_118236	ENSBTAG00000016277
A_73_P496033	ENSBTAG00000016277
A_73_105490	ENSBTAG00000006440
A_73_P140971	ENSBTAG00000006439
A_73_P057631	ENSBTAG00000006439
A_73_P335106	ENSBTAG00000006439
A_73_P036626	ENSBTAG00000006441
A_73_P165487	ENSBTAG00000006441
A_73_P076266	ENSBTAG00000006443
A_73_118072	ENSBTAG00000006445
A_73_109495	ENSBTAG00000006446
A_73_114309	ENSBTAG00000006447
A_73_P272761	ENSBTAG00000006448
A_73_109047	ENSBTAG00000006448
A_73_P058351	ENSBTAG00000006449
A_73_100829	ENSBTAG00000006451
A_73_P256296	ENSBTAG00000006451
A_73_P049086	ENSBTAG00000006452
A_73_119300	ENSBTAG00000006457
A_73_P041771	ENSBTAG00000006457
A_73_107288	ENSBTAG00000006464
A_73_P251476	ENSBTAG00000006466
A_73_119885	ENSBTAG00000006466
A_73_P281541	ENSBTAG00000006466
A_73_P045901	ENSBTAG00000006464
A_73_P394066	ENSBTAG00000006468
A_73_103816	ENSBTAG00000006468
A_73_P079866	ENSBTAG00000006470
A_73_P056886	ENSBTAG00000006472
A_73_P096241	ENSBTAG00000006471
A_73_P030561	ENSBTAG00000006474
A_73_108385	ENSBTAG00000006474
A_73_105505	ENSBTAG00000006478
A_73_P328251	ENSBTAG00000006478
A_73_P394931	ENSBTAG00000006479
A_73_P097191	ENSBTAG00000006479
A_73_P082616	ENSBTAG00000006481
A_73_P353251	ENSBTAG00000006482
A_73_101299	ENSBTAG00000006482
A_73_P349711	ENSBTAG00000006486
A_73_119096	ENSBTAG00000006486
A_73_100093	ENSBTAG00000006487
A_73_P392326	ENSBTAG00000006487
A_73_121193	ENSBTAG00000006490
A_73_111918	ENSBTAG00000006493
A_73_P374926	ENSBTAG00000006493
A_73_119118	ENSBTAG00000006495
A_73_P045961	ENSBTAG00000006495
A_73_117711	ENSBTAG00000006494
A_73_P098751	ENSBTAG00000006494
A_73_P046851	ENSBTAG00000014540
A_73_P082766	ENSBTAG00000006497
A_73_P063551	ENSBTAG00000006500
A_73_P114541	ENSBTAG00000006489
A_73_102825	ENSBTAG00000006499
A_73_105520	ENSBTAG00000006491
A_73_P467703	ENSBTAG00000006491
A_73_P376296	ENSBTAG00000006506
A_73_P071036	ENSBTAG00000006506
A_73_P281701	ENSBTAG00000006506
A_73_P104316	ENSBTAG00000004631
A_73_P080291	ENSBTAG00000004631
A_73_117168	ENSBTAG00000006510
A_73_P087951	ENSBTAG00000006508
A_73_P105946	ENSBTAG00000006511
A_73_109917	ENSBTAG00000006511
A_73_P079366	ENSBTAG00000006514
A_73_P299101	ENSBTAG00000006517
A_73_105547	ENSBTAG00000006517
A_73_P294151	ENSBTAG00000006519
A_73_P047786	ENSBTAG00000006519
A_73_P114311	ENSBTAG00000006535
A_73_P087911	ENSBTAG00000006530
A_73_P045416	ENSBTAG00000006529
A_73_P275826	ENSBTAG00000006529
A_73_100975	ENSBTAG00000046421
A_73_109172	ENSBTAG00000006533
A_73_P469683	ENSBTAG00000006532
A_73_119978	ENSBTAG00000006532
A_73_P366031	ENSBTAG00000006532
A_73_P088641	ENSBTAG00000006528
A_73_104773	ENSBTAG00000006539
A_73_P477493	ENSBTAG00000006541
A_73_P030871	ENSBTAG00000006541
A_73_P355291	ENSBTAG00000006542
A_73_111648	ENSBTAG00000006542
A_73_121077	ENSBTAG00000032122
A_73_P042161	ENSBTAG00000006547
A_73_P031336	ENSBTAG00000033535
A_73_P294751	ENSBTAG00000006548
A_73_P096521	ENSBTAG00000006548
A_73_P048146	ENSBTAG00000025485
A_73_P277251	ENSBTAG00000006551
A_73_114387	ENSBTAG00000006551
A_73_101966	ENSBTAG00000006550
A_73_P048321	ENSBTAG00000006550
A_73_P299996	ENSBTAG00000006552
A_73_115653	ENSBTAG00000006552
A_73_P092246	ENSBTAG00000039793
A_73_P092066	ENSBTAG00000006560
A_73_107593	ENSBTAG00000006557
A_73_P253761	ENSBTAG00000006557
A_73_P269621	ENSBTAG00000006556
A_73_P277061	ENSBTAG00000006556
A_73_109741	ENSBTAG00000006556
A_73_P067381	ENSBTAG00000006566
A_73_105081	ENSBTAG00000006564
A_73_109087	ENSBTAG00000006567
A_73_P071121	ENSBTAG00000006569
A_73_117705	ENSBTAG00000006570
A_73_102535	ENSBTAG00000006573
A_73_P122666	ENSBTAG00000006573
A_73_P045301	ENSBTAG00000006572
A_73_P273431	ENSBTAG00000006572
A_73_P055526	ENSBTAG00000006574
A_73_P050701	ENSBTAG00000006581
A_73_116271	ENSBTAG00000006578
A_73_P051506	ENSBTAG00000006579
A_73_104340	ENSBTAG00000006582
A_73_P086771	ENSBTAG00000006587
A_73_P065651	ENSBTAG00000006586
A_73_109107	ENSBTAG00000006586
A_73_P110816	ENSBTAG00000006588
A_73_P364581	ENSBTAG00000006588
A_73_104311	ENSBTAG00000006588
A_73_P031331	ENSBTAG00000006590
A_73_P113641	ENSBTAG00000006592
A_73_P354426	ENSBTAG00000006592
A_73_P109581	ENSBTAG00000006593
A_73_P393926	ENSBTAG00000006593
A_73_121444	ENSBTAG00000006593
A_73_P353981	ENSBTAG00000006593
A_73_P471953	ENSBTAG00000006593
A_73_P034971	ENSBTAG00000006595
A_73_110222	ENSBTAG00000006599
A_73_P264390	ENSBTAG00000006607
A_73_P119821	ENSBTAG00000006607
A_73_104362	ENSBTAG00000006607
A_73_P442691	ENSBTAG00000006607
A_73_111439	ENSBTAG00000006601
A_73_P109781	ENSBTAG00000006601
A_73_100293	ENSBTAG00000006609
A_73_P462686	ENSBTAG00000006609
A_73_P255366	ENSBTAG00000006609
A_73_P030236	ENSBTAG00000006614
A_73_P379676	ENSBTAG00000006616
A_73_P043506	ENSBTAG00000006616
A_73_P068001	ENSBTAG00000006612
A_73_P038966	ENSBTAG00000006613
A_73_P214117	ENSBTAG00000006618
A_73_111541	ENSBTAG00000006618
A_73_P423396	ENSBTAG00000006611
A_73_P044166	ENSBTAG00000006611
A_73_121158	ENSBTAG00000006624
A_73_P045511	ENSBTAG00000018768
A_73_P203177	ENSBTAG00000018768
A_73_P113501	ENSBTAG00000006620
A_73_P440781	ENSBTAG00000006631
A_73_106928	ENSBTAG00000006631
A_73_P435751	ENSBTAG00000006631
A_73_P067016	ENSBTAG00000006630
A_73_102101	ENSBTAG00000006630
A_73_110917	ENSBTAG00000006615
A_73_P084541	ENSBTAG00000006619
A_73_P037531	ENSBTAG00000006635
A_73_P293876	ENSBTAG00000006639
A_73_102864	ENSBTAG00000006639
A_73_P042431	ENSBTAG00000006638
A_73_110304	ENSBTAG00000006643
A_73_P076061	ENSBTAG00000006644
A_73_P083976	ENSBTAG00000006642
A_73_112618	ENSBTAG00000006640
A_73_P426381	ENSBTAG00000006640
A_73_P225857	ENSBTAG00000006645
A_73_P250056	ENSBTAG00000006645
A_73_117298	ENSBTAG00000006645
A_73_P375746	ENSBTAG00000006647
A_73_P433286	ENSBTAG00000006647
A_73_P077036	ENSBTAG00000006647
A_73_P348226	ENSBTAG00000006647
A_73_P254231	ENSBTAG00000006646
A_73_102545	ENSBTAG00000006646
A_73_P036276	ENSBTAG00000006650
A_73_110985	ENSBTAG00000006649
A_73_P041651	ENSBTAG00000006651
A_73_P037111	ENSBTAG00000006655
A_73_P044121	ENSBTAG00000006656
A_73_P321116	ENSBTAG00000006656
A_73_P030116	ENSBTAG00000006661
A_73_P066421	ENSBTAG00000006663
A_73_P178957	ENSBTAG00000006665
A_73_120473	ENSBTAG00000006665
A_73_P117771	ENSBTAG00000006665
A_73_P070981	ENSBTAG00000006666
A_73_P412066	ENSBTAG00000006666
A_73_P056496	ENSBTAG00000006673
A_73_P030041	ENSBTAG00000006667
A_73_P092356	ENSBTAG00000006678
A_73_P373131	ENSBTAG00000006674
A_73_108295	ENSBTAG00000006674
A_73_P031716	ENSBTAG00000006676
A_73_116577	ENSBTAG00000006676
A_73_P081391	ENSBTAG00000006672
A_73_P406316	ENSBTAG00000006672
A_73_P051186	ENSBTAG00000006670
A_73_117332	ENSBTAG00000006670
A_73_P069091	ENSBTAG00000006675
A_73_P352591	ENSBTAG00000006675
A_73_P030396	ENSBTAG00000006685
A_73_109074	ENSBTAG00000006685
A_73_107982	ENSBTAG00000006689
A_73_P080566	ENSBTAG00000006688
A_73_P047746	ENSBTAG00000006691
A_73_P104301	ENSBTAG00000006691
A_73_P075116	ENSBTAG00000006690
A_73_117011	ENSBTAG00000006692
A_73_P072951	ENSBTAG00000006695
A_73_114604	ENSBTAG00000006694
A_73_102883	ENSBTAG00000006693
A_73_116211	ENSBTAG00000009701
A_73_P045191	ENSBTAG00000006703
A_73_103481	ENSBTAG00000006702
A_73_P331956	ENSBTAG00000006702
A_73_P034036	ENSBTAG00000006704
A_73_104822	ENSBTAG00000006697
A_73_P422466	ENSBTAG00000006697
A_73_105814	ENSBTAG00000006709
A_73_P392361	ENSBTAG00000006708
A_73_P298066	ENSBTAG00000006708
A_73_P318276	ENSBTAG00000006708
A_73_104825	ENSBTAG00000006708
A_73_P342591	ENSBTAG00000006708
A_73_P092896	ENSBTAG00000031439
A_73_119748	ENSBTAG00000019708
A_73_P481493	ENSBTAG00000019708
A_73_114578	ENSBTAG00000006713
A_73_109344	ENSBTAG00000006715
A_73_P251391	ENSBTAG00000006715
A_73_P100741	ENSBTAG00000006716
A_73_P319286	ENSBTAG00000006716
A_73_117128	ENSBTAG00000006716
A_73_P049526	ENSBTAG00000006719
A_73_120538	ENSBTAG00000006720
A_73_P048871	ENSBTAG00000006720
A_73_P387271	ENSBTAG00000006720
A_73_117785	ENSBTAG00000006722
A_73_P389096	ENSBTAG00000006731
A_73_P040976	ENSBTAG00000006731
A_73_P350516	ENSBTAG00000006731
A_73_P088576	ENSBTAG00000006733
A_73_101624	ENSBTAG00000006735
A_73_P035836	ENSBTAG00000007144
A_73_112204	ENSBTAG00000006738
A_73_104812	ENSBTAG00000006742
A_73_P088536	ENSBTAG00000006732
A_73_P388436	ENSBTAG00000006744
A_73_P082041	ENSBTAG00000006744
A_73_104636	ENSBTAG00000006743
A_73_P340681	ENSBTAG00000006747
A_73_P061581	ENSBTAG00000006747
A_73_P035971	ENSBTAG00000006753
A_73_112730	ENSBTAG00000006754
A_73_P040556	ENSBTAG00000006754
A_73_P250756	ENSBTAG00000006755
A_73_P375796	ENSBTAG00000006755
A_73_P356256	ENSBTAG00000006755
A_73_P183932	ENSBTAG00000006755
A_73_P048481	ENSBTAG00000006755
A_73_P042346	ENSBTAG00000006751
A_73_P416496	ENSBTAG00000006751
A_73_P286021	ENSBTAG00000006748
A_73_P084706	ENSBTAG00000006748
A_73_P439071	ENSBTAG00000006752
A_73_P063631	ENSBTAG00000006752
A_73_P113296	ENSBTAG00000006757
A_73_P319446	ENSBTAG00000009554
A_73_P061586	ENSBTAG00000009554
A_73_103122	ENSBTAG00000006760
A_73_P036596	ENSBTAG00000006759
A_73_P107116	ENSBTAG00000006759
A_73_P255241	ENSBTAG00000006759
A_73_P263886	ENSBTAG00000006759
A_73_P062876	ENSBTAG00000006761
A_73_103787	ENSBTAG00000006762
A_73_P315776	ENSBTAG00000006765
A_73_P307351	ENSBTAG00000006765
A_73_P374666	ENSBTAG00000006765
A_73_102671	ENSBTAG00000006765
A_73_101825	ENSBTAG00000006767
A_73_P073356	ENSBTAG00000006770
A_73_119107	ENSBTAG00000006770
A_73_P039976	ENSBTAG00000039719
A_73_P091866	ENSBTAG00000006776
A_73_P064891	ENSBTAG00000006777
A_73_P428991	ENSBTAG00000006777
A_73_100256	ENSBTAG00000006780
A_73_P060096	ENSBTAG00000053354
A_73_P342891	ENSBTAG00000053354
A_73_112694	ENSBTAG00000038298
A_73_120636	ENSBTAG00000006786
A_73_P254556	ENSBTAG00000006779
A_73_P033211	ENSBTAG00000006779
A_73_119106	ENSBTAG00000046607
A_73_P063826	ENSBTAG00000040133
A_73_106977	ENSBTAG00000006790
A_73_P079806	ENSBTAG00000006792
A_73_P487618	ENSBTAG00000006792
A_73_P495284	ENSBTAG00000006795
A_73_109998	ENSBTAG00000006797
A_73_P345351	ENSBTAG00000006797
A_73_P043066	ENSBTAG00000006797
A_73_118517	ENSBTAG00000030343
A_73_104263	ENSBTAG00000006801
A_73_P037816	ENSBTAG00000006806
A_73_P349856	ENSBTAG00000006806
A_73_117418	ENSBTAG00000006812
A_73_P352096	ENSBTAG00000006812
A_73_P077931	ENSBTAG00000006818
A_73_P286706	ENSBTAG00000006816
A_73_P261686	ENSBTAG00000006816
A_73_114023	ENSBTAG00000006816
A_73_P166102	ENSBTAG00000006817
A_73_P075161	ENSBTAG00000006817
A_73_P057716	ENSBTAG00000006821
A_73_P264046	ENSBTAG00000006821
A_73_108132	ENSBTAG00000006820
A_73_P273771	ENSBTAG00000006823
A_73_P043191	ENSBTAG00000006824
A_73_P283866	ENSBTAG00000006819
A_73_110153	ENSBTAG00000006819
A_73_P419766	ENSBTAG00000006819
A_73_P045521	ENSBTAG00000006831
A_73_P440316	ENSBTAG00000006828
A_73_P421616	ENSBTAG00000006828
A_73_P279291	ENSBTAG00000006828
A_73_117691	ENSBTAG00000006828
A_73_P074091	ENSBTAG00000027221
A_73_P069381	ENSBTAG00000006836
A_73_P036061	ENSBTAG00000006837
A_73_118640	ENSBTAG00000006837
A_73_P293946	ENSBTAG00000006837
A_73_P077736	ENSBTAG00000006838
A_73_P345936	ENSBTAG00000006838
A_73_P126706	ENSBTAG00000006844
A_73_P087266	ENSBTAG00000006844
A_73_P130201	ENSBTAG00000006852
A_73_P245131	ENSBTAG00000006852
A_73_107704	ENSBTAG00000006852
A_73_P091391	ENSBTAG00000006851
A_73_P282516	ENSBTAG00000006851
A_73_P434721	ENSBTAG00000006851
A_73_104202	ENSBTAG00000006853
A_73_P444871	ENSBTAG00000006848
A_73_107234	ENSBTAG00000006848
A_73_100517	ENSBTAG00000006855
A_73_P376651	ENSBTAG00000006846
A_73_P048906	ENSBTAG00000006861
A_73_P060411	ENSBTAG00000006860
A_73_P113286	ENSBTAG00000006862
A_73_P091396	ENSBTAG00000012026
A_73_P355281	ENSBTAG00000037533
A_73_P080246	ENSBTAG00000040151
A_73_119504	ENSBTAG00000006868
A_73_101066	ENSBTAG00000006846
A_73_P090116	ENSBTAG00000006879
A_73_105117	ENSBTAG00000006869
A_73_P406821	ENSBTAG00000006881
A_73_P251811	ENSBTAG00000006881
A_73_103192	ENSBTAG00000006881
A_73_116419	ENSBTAG00000006870
A_73_P388521	ENSBTAG00000006870
A_73_P331216	ENSBTAG00000006869
A_73_P037981	ENSBTAG00000006869
A_73_110659	ENSBTAG00000006886
A_73_P051926	ENSBTAG00000006883
A_73_P353336	ENSBTAG00000006883
A_73_P368031	ENSBTAG00000006883
A_73_P066836	ENSBTAG00000006899
A_73_P096046	ENSBTAG00000006893
A_73_P314896	ENSBTAG00000006893
A_73_P104076	ENSBTAG00000006893
A_73_P367011	ENSBTAG00000006893
A_73_P289126	ENSBTAG00000006893
A_73_103464	ENSBTAG00000037616
A_73_P032341	ENSBTAG00000006901
A_73_P392791	ENSBTAG00000006894
A_73_P051016	ENSBTAG00000006894
A_73_111433	ENSBTAG00000006894
A_73_P097361	ENSBTAG00000006898
A_73_P057801	ENSBTAG00000006898
A_73_115500	ENSBTAG00000006904
A_73_P090156	ENSBTAG00000006904
A_73_P043386	ENSBTAG00000006910
A_73_P269926	ENSBTAG00000006910
A_73_P041551	ENSBTAG00000006914
A_73_100789	ENSBTAG00000006914
A_73_P251291	ENSBTAG00000006914
A_73_P336621	ENSBTAG00000006919
A_73_110521	ENSBTAG00000006919
A_73_P048316	ENSBTAG00000006919
A_73_P316391	ENSBTAG00000006909
A_73_P096916	ENSBTAG00000006909
A_73_P106861	ENSBTAG00000006909
A_73_P387316	ENSBTAG00000006909
A_73_P064766	ENSBTAG00000006916
A_73_P088281	ENSBTAG00000006924
A_73_121404	ENSBTAG00000006920
A_73_P030126	ENSBTAG00000006920
A_73_P257651	ENSBTAG00000006920
A_73_P255856	ENSBTAG00000006920
A_73_P066641	ENSBTAG00000006921
A_73_P303551	ENSBTAG00000006918
A_73_107590	ENSBTAG00000006918
A_73_111588	ENSBTAG00000006905
A_73_103299	ENSBTAG00000006925
A_73_P412991	ENSBTAG00000006928
A_73_121220	ENSBTAG00000006928
A_73_P332156	ENSBTAG00000006928
A_73_P256846	ENSBTAG00000006927
A_73_P062316	ENSBTAG00000006927
A_73_P381581	ENSBTAG00000006933
A_73_P040441	ENSBTAG00000006933
A_73_P251246	ENSBTAG00000006934
A_73_102014	ENSBTAG00000006934
A_73_P398571	ENSBTAG00000006934
A_73_P030156	ENSBTAG00000006936
A_73_P071346	ENSBTAG00000006938
A_73_P296866	ENSBTAG00000006940
A_73_105796	ENSBTAG00000006940
A_73_P062311	ENSBTAG00000006941
A_73_111471	ENSBTAG00000006947
A_73_P031086	ENSBTAG00000006943
A_73_120389	ENSBTAG00000006945
A_73_P083246	ENSBTAG00000006948
A_73_P410251	ENSBTAG00000006951
A_73_104392	ENSBTAG00000006951
A_73_107892	ENSBTAG00000006949
A_73_111551	ENSBTAG00000006950
A_73_P040336	ENSBTAG00000006939
A_73_P111366	ENSBTAG00000006939
A_73_P103366	ENSBTAG00000006939
A_73_107857	ENSBTAG00000006939
A_73_119264	ENSBTAG00000006955
A_73_P395136	ENSBTAG00000006955
A_73_P041216	ENSBTAG00000006957
A_73_115199	ENSBTAG00000006957
